,having_IP_Address1,having_IP_Address2,URL_Length1,URL_Length2,Shortining_Service1,Shortining_Service2,having_At_Symbol1,having_At_Symbol2,double_slash_redirecting1,double_slash_redirecting2,Prefix_Suffix1,Prefix_Suffix2,having_Sub_Domain1,having_Sub_Domain2,SSLfinal_State1,SSLfinal_State2,Domain_registeration_length1,Domain_registeration_length2,Favicon1,Favicon2,port1,port2,HTTPS_token1,HTTPS_token2,Request_URL1,Request_URL2,URL_of_Anchor1,URL_of_Anchor2,Links_in_tags1,Links_in_tags2,SFH1,SFH2,Submitting_to_email1,Submitting_to_email2,Abnormal_URL1,Abnormal_URL2,Redirect1,Redirect2,on_mouseover1,on_mouseover2,RightClick1,RightClick2,popUpWidnow1,popUpWidnow2,Iframe1,Iframe2,age_of_domain1,age_of_domain2,DNSRecord1,DNSRecord2,web_traffic1,web_traffic2,Page_Rank1,Page_Rank2,Google_Index1,Google_Index2,Links_pointing_to_page1,Links_pointing_to_page2,Statistical_report1,Statistical_report2,Result
0,-0.006632868,-0.00973737,1.0123141,1.040498,-0.0064215306,-0.011945821,-0.007518383,0.0030384054,0.009493167,0.0053894296,1.0558591,1.0525606,1.0017911,1.0024194,1.0655801,1.0478586,1.0028783,1.0107824,-0.0024939259,0.004852159,-0.004307853,0.004408443,-0.0041964403,-0.00795722,1.0303817,1.0436834,0.017192364,1.0306138,0.0013091387,0.9814245,1.0016564,1.0040998,0.0027530615,-0.012515342,-0.00813896,0.0045618373,-0.006428628,1.0027442,0.005488327,0.007393608,0.0030125258,0.0063845837,0.005670272,-0.001443658,-0.00034875656,0.0024778028,1.0723069,1.0422828,0.004361461,-0.004700085,0.011441819,-0.010846917,1.0442581,0.98330516,0.015859189,0.007677081,0.004666889,1.0082927,0.0034777008,-0.0017157272,-1.0351908
1,-0.006913375,-0.013895798,0.9522859,0.9692495,-0.005297685,-0.0076955296,-0.0049851923,0.0025423616,0.0018531361,0.010305122,0.99826616,0.9880048,0.95926464,0.9603855,0.99701047,0.9829413,0.9623463,0.95272356,0.00035995943,0.0027705815,-0.0011437014,0.0054710708,-0.0048627253,-0.004600689,0.96884775,0.98490363,0.013615847,0.97337985,-0.0044195903,0.9193959,0.95529056,0.94536376,0.0024062742,-0.01157341,-0.00603663,0.00490554,-0.0033269592,0.9629381,0.0008068476,0.0072890874,0.0066057546,0.007832704,0.01285849,-0.0034653507,0.00087900227,6.9052912e-06,1.0192016,0.97296244,-0.0010864353,-0.006064032,0.009347077,-0.022847854,0.9900571,0.93118376,0.011546461,0.009303213,-0.0022493172,0.94920075,0.004293098,-0.0014185188,-0.9788674
2,-0.015441421,-0.01998895,0.9925355,0.907351,0.001056144,-0.0011413246,-0.0077839303,0.01792802,0.011644632,0.00012388453,0.92302054,0.91189724,-0.05104246,0.8751464,0.89290166,0.96994907,0.9401035,0.9445643,0.0015208046,-0.01387095,-0.011771588,-0.00034604175,0.0067030382,0.015924482,0.06414662,0.06986051,0.7283114,0.9541112,0.1528341,0.87226796,0.9555833,0.9240023,0.0041872812,-0.0058911117,0.00070161175,0.0070749153,-0.012509943,0.7397839,-0.019769657,-0.009119157,-0.0049366606,-0.0077164094,-0.013068809,0.012352282,-0.0023903702,0.01485326,0.92391646,0.91766304,0.007668237,0.008324886,-0.015341774,-0.003967233,0.863156,0.87984353,0.010930368,-0.019710641,0.00669715,0.91351545,0.002791616,0.014127161,-0.96088463
3,0.0029465817,-0.0011345344,0.95222604,0.97043896,-0.005558923,-0.010670098,-0.0036011394,-0.014785427,0.005045805,-0.008372648,0.9910399,0.93922263,0.18708618,0.83626246,0.9768069,0.98688614,0.9573464,0.96967864,-0.013329951,-0.00011181997,0.006699158,-0.005499476,0.0031586033,0.0021250276,0.3993594,0.3659211,0.5156491,0.989316,0.16600047,0.89139324,0.90283704,0.9533411,-0.0053584147,0.006166378,0.007867045,0.011097344,-0.011134063,0.74198556,-0.00058450643,-0.0008077705,-0.021258753,-0.0005469448,-0.0105431145,0.008209607,0.004055328,0.00933378,0.96771574,1.003578,0.016047664,0.007776933,-0.019900128,0.013259616,0.91600937,0.8827569,0.03692368,-0.016541127,0.012282312,0.9674486,0.006102834,0.0038216496,-0.9798563
4,0.0045328997,-0.00041120267,0.9633123,1.0653394,0.0016475767,-0.014491532,-0.011413157,-0.009855387,0.012249447,-0.0033532307,1.0668541,1.0049216,0.79478216,0.9404992,1.0570554,1.0597796,1.0014118,0.99792016,-0.010784706,0.0061345836,0.004679829,-0.0083122775,0.001020853,-0.012304459,1.0808637,1.0666134,-0.039013565,1.00735,0.22256698,0.97677535,0.93780386,0.9972172,-0.0041065896,0.0025133435,0.0033260668,0.013380719,-0.0066350335,0.762215,0.0014875494,0.003194116,-0.013186351,-0.0050359587,0.004357095,0.0013271198,0.005961112,0.013008967,1.0601522,1.0320914,0.017407853,-0.001721045,-0.0039035976,0.00027249753,1.0150356,0.9571175,0.022408517,-0.004536909,0.012358975,1.0412055,0.0027741238,0.0011386732,-1.0354921
5,-0.006457869,-0.0041770143,0.97593665,0.9027443,-0.011409748,-0.0046191644,-0.014637729,-0.004302903,0.010986471,0.0025056526,0.92672443,0.9206774,-0.0020582872,0.8647661,0.9411195,0.9533865,0.9501091,0.9707636,0.0028537414,-0.00465284,0.0073295403,-0.0009458489,0.0012709047,0.0022035865,0.004199598,0.007935736,0.84157556,0.9764432,-0.016757749,0.84088653,0.91852325,0.90437984,-0.0055146227,-0.011840033,0.0036413902,0.005472044,-0.004433113,0.89043176,-0.002468245,0.0032427078,0.0015720734,-0.00041619828,-0.010207475,-0.003274031,0.010741154,0.00083723525,0.9296472,0.97526795,0.0022354638,-0.006430665,-0.0013699755,-0.0014512315,0.8791755,0.8786529,0.008162896,-0.001760819,0.00028620102,0.9155395,0.003004494,0.0025482401,-0.9536151
6,0.007096356,-0.0029536327,0.97641253,0.8965858,-0.009236455,-0.005713539,0.00014686631,0.0035806755,0.0029012037,0.008789145,0.93026036,0.92548704,-0.00589633,0.8675103,0.9444777,0.898112,0.9678829,0.95679593,0.009780524,0.0102300905,0.0032554697,-0.008565219,-0.013682753,-0.0100832,-0.002997648,-0.006459168,0.8960358,0.97656196,0.037008878,0.8537176,0.9008772,0.9315871,-0.008392876,0.0039305715,-0.0019618715,0.00688701,-0.002340073,0.90479326,0.011283483,0.018393721,0.013409096,0.004228993,-0.012285362,0.0047970414,0.0045844433,0.0019167629,0.9234588,0.9994013,-0.021009088,-0.0060898904,0.0026213042,-0.038708813,0.91296047,0.8855137,0.004009759,-0.0064691035,0.004472552,0.91043115,0.005070637,-0.024828855,-0.9277602
7,0.0030800775,0.0067371363,1.0680461,1.0799402,-0.004475951,-0.01011507,-0.0049163406,-0.0058078645,-0.003607944,0.0053846873,1.0612583,1.043644,0.009928638,1.1520765,1.1096917,1.0670148,1.092077,1.1233935,-0.0027952367,-0.011331759,-0.0138676595,0.0028985492,-0.0008154898,-0.00031229295,1.0305495,1.071561,0.033980504,1.0198685,1.1548132,1.0345478,1.131979,1.0457506,-0.01454177,-0.0151361525,0.0066347206,0.0121430475,0.004766668,-0.014657304,-0.0017661434,0.002261388,-0.0021851892,0.0074727186,0.009073356,0.021310668,0.004678549,-0.0002578399,1.1472766,1.030698,-0.0053604273,-0.035906874,0.0049727485,-0.017214201,1.1486024,1.0153689,0.015245846,0.015806857,-0.018770242,1.0681543,0.00091524865,-0.025911167,-1.0974836
8,-0.02568239,-0.034682598,1.073082,1.0680971,0.007185571,0.0026162732,-0.02085265,-0.037807737,0.0133525655,0.00361415,1.0728259,1.0845083,0.019643387,1.1112566,0.940586,1.1076808,1.0866628,1.0758018,0.02331789,-0.04131016,0.024268389,0.011969449,0.0130684115,0.0077494755,0.013177257,0.04749885,1.0895531,1.0747304,0.022020683,1.0611932,1.0852109,1.0275075,-0.022076089,-0.035218775,-0.012340876,0.010502718,0.007100626,1.0715942,0.020450464,0.023060067,0.009382826,0.034236714,-0.0066652577,0.005495481,-0.0014158697,-0.02069783,1.0377399,1.073683,-0.009613038,-0.015609922,0.94747543,0.9506272,1.0836705,1.0934141,-0.008923123,-0.01531247,-0.017710274,1.1163045,-0.014172285,0.023149604,-1.1481458
9,0.0010714587,-0.012097049,1.0728083,1.0163523,-0.012604775,-6.6554174e-05,-0.009826884,-0.009864998,0.011049507,0.0046515223,1.0137267,1.0429282,-0.00010365434,0.9871359,1.0172309,1.0191017,1.0481224,1.074364,0.012843812,-0.007655924,0.0076728184,0.0064223944,-0.017765954,-0.002282545,0.0034905188,0.016275123,1.0144874,1.0956054,0.01788808,0.9377548,0.9788716,1.0313345,-0.009780578,-0.008757327,-0.007042755,0.011917379,0.008834641,1.0091912,0.008606153,0.01851244,0.013875061,0.00771262,-0.013110911,-0.0017071888,-0.004147176,0.00033465633,1.0195967,1.0906715,-0.006001927,-0.013887508,-0.007326763,-0.0012857169,1.0210536,1.0076997,0.0016999895,-0.00917161,-0.0012189355,1.0120437,0.0024590667,-0.0046086684,-1.0387236
10,-0.005379714,-0.00397613,0.9939294,0.91128886,-0.009645326,-0.0003138259,-0.0091459565,-0.0009448426,0.0077179912,-0.0013201889,0.93956935,0.9321233,0.003554101,0.88566613,0.9479815,0.9452434,0.9780104,0.9845004,0.0027425378,-0.0046265936,0.00832616,0.0061346567,-0.005355369,-0.0013961988,0.0011668429,0.0033295853,0.88527054,0.9878905,-0.007463605,0.8501447,0.9235779,0.9244635,-0.0029538593,-0.011155937,-0.00076831377,0.0013488042,-0.002383291,0.92571795,0.00090787746,0.007555805,0.010649803,-0.0007192879,-0.0021590015,0.0028926097,0.001271795,0.0009336942,0.9479431,1.0066289,0.0018939227,-0.005416516,-0.0021867268,-0.011450749,0.90769196,0.893954,0.0002168807,0.0013038823,0.00039659627,0.9209889,0.004070717,-0.0019241311,-0.95125717
